Data_dostarczenia	Imie	Nazwisko	Liczba_kilogramow
2017-09-01	Patrycja	Glowinska	5
2017-09-01	Patryk	Gibas	16
2017-09-01	Anastazja	Borowska	21
2017-09-01	Olga	Kilecka	46
2017-09-01	Mikolaj	Beniuszys	39
2017-09-01	Malgorzata	Malec	18
2017-09-01	Waldemar	Koronski	47
2017-09-01	Wojciech	Katowicki	23
2017-09-01	Patryk	Glac	27
2017-09-01	Borys	Biedal	25
2017-09-04	Marcel	Lademann	23
2017-09-04	Ignacy	Sarnowski	25
2017-09-04	Jakub	Przytula	16
2017-09-04	Adam	Borkowski	29
2017-09-04	Martyna	Marmelowska	23
2017-09-04	Marek	Bednarski	25
2017-09-04	Janusz	Wrobel	14
2017-09-04	Jaroslaw	Kopiec	20
2017-09-04	Izabela	Skrzydlak	12
2017-09-04	Mateusz	Hajdug	2
2017-09-05	Julia	Riegel	53
2017-09-05	Kamila	Kot	20
2017-09-05	Eugenia	Pieta	4
2017-09-05	Joanna	Zygmunt	5
2017-09-05	Julia	Kielecka	36
2017-09-05	Nikodem	Jakubowski	23
2017-09-05	Stanislaw	Derek	6
2017-09-05	Dominika	Duszynska	43
2017-09-05	Teodor	Olszewski	11
2017-09-05	Adrian	Zawisza	9
2017-09-06	Krzysztof	Konieckiewicz	15
2017-09-06	Irena	Banasiewicz	2
2017-09-06	Zofia	Broszkow	10
2017-09-06	Janina	Kaczynska	55
2017-09-06	Kornelia	Nowakowska	45
2017-09-06	Karolina	Nowak	5
2017-09-06	Joanna	Ottka	22
2017-09-06	Krzysztof	Madejski	20
2017-09-06	Roman	Grodecki	27
2017-09-06	Stanislaw	Derek	6
2017-09-07	Krzysztof	Madejski	29
2017-09-07	Mateusz	Kornatowski	15
2017-09-07	Szymon	Polak	5
2017-09-07	Iwona	Wlodarska	34
2017-09-07	Anna	Adamska	30
2017-09-07	Szymon	Mrozniak	3
2017-09-07	Maciej	Lutczyk	34
2017-09-07	Wojciech	Filipowicz	7
2017-09-07	Igor	Rybinski	17
2017-09-07	Jakub	Przytula	26
2017-09-08	Maciej	Laskowski	20
2017-09-08	Jan	Pieterson	24
2017-09-08	Maria	Kowalczuk	21
2017-09-08	Ryszard	Baranowski	3
2017-09-08	Luiza	Makowska	9
2017-09-08	Krzysztof	Wilecki	46
2017-09-08	Grzegorz	Domek	16
2017-09-08	Filip	Stanulewicz	24
2017-09-08	Malgorzata	Karlowski	23
2017-09-08	Grzegorz	Domek	18
2017-09-11	Malgorzata	Malec	29
2017-09-11	Karol	Milek	24
2017-09-11	Krzysztof	Wloch	36
2017-09-11	Marian	Bukalski	6
2017-09-11	Lidia	Goluchowska	29
2017-09-11	Krzysztof	Dwa	15
2017-09-11	Adrian	Yuksek	8
2017-09-11	Krzysztof	Micun	47
2017-09-11	Kamila	Wolan	23
2017-09-11	Barbara	Podobinska	5
2017-09-11	Piotr	Kaleta	31
2017-09-11	Maria	Kowalczyk	28
2017-09-11	Weronika	Zdroj	11
2017-09-11	Karol	Dziuk	26
2017-09-12	Ignacy	Sarnowski	46
2017-09-12	Janusz	Baka	36
2017-09-12	Ilona	Nowak	21
2017-09-12	Piotr	Bialaszewski	15
2017-09-12	Ryszard	Domzala	16
2017-09-12	Karol	Wojciechowski	26
2017-09-12	Sofia	Felisiak	14
2017-09-12	Michalina	Klebba	20
2017-09-12	Bartosz	Mazgaj	20
2017-09-12	Julia	Stuhr	22
2017-09-12	Dominika	Mierny	16
2017-09-12	Barbara	Kilarski	17
2017-09-12	Dorota	Tarnowska	41
2017-09-12	Albert	Pleszewski	3
2017-09-13	Ewelina	Goslawska	20
2017-09-13	Maja	Kaminska	7
2017-09-13	Anna	Kot	41
2017-09-13	Katarzyna	Wip	4
2017-09-13	Marcel	Labuda	31
2017-09-13	Maksymilian	Lupa	6
2017-09-13	Maria	Borowska	12
2017-09-13	Anna	Kraska	5
2017-09-13	Marzena	Parasiewicz	5
2017-09-13	Maja	Lange	19
2017-09-13	Wieslawa	Biczysko	8
2017-09-13	Arleta	Pawlik	8
2017-09-13	Agnieszka	Matusik	56
2017-09-13	Jakub	Waniek	8
2017-09-14	Jan	Pietraszczyk	25
2017-09-14	Barbara	Podobinska	23
2017-09-14	Maja	Kwidczynska	33
2017-09-14	Wojciech	Maja	15
2017-09-14	Joanna	Zygmunt	16
2017-09-14	Kamil	Waniek	29
2017-09-14	Irena	Banasiewicz	2
2017-09-14	Grzegorz	Wojtowicz	15
2017-09-14	Pawel	Nowak	17
2017-09-14	Piotr	Flis	54
2017-09-14	Weronika	Zdroj	38
2017-09-14	Krzysztof	Madejski	9
2017-09-14	Adrian	Zawisza	3
2017-09-14	Adam	Susel	17
2017-09-15	Zenon	Zbych	12
2017-09-15	Patrycja	Dzban	28
2017-09-15	Wojciech	Filipowicz	4
2017-09-15	Maksymilian	Lewita	5
2017-09-15	Bartosz	Debicki	30
2017-09-15	Anna	Tomaszewska	40
2017-09-15	Karolina	Karpacka	10
2017-09-15	Maksymilian	Piwko	20
2017-09-15	Krzysztof	Dwa	12
2017-09-15	Marcin	Tabaka	9
2017-09-15	Monika	Lis	46
2017-09-15	Magdalena	Bach	30
2017-09-15	Wieslawa	Nowak	25
2017-09-15	Anna	Janowska	25
2017-09-18	Jacek	Szypulski	15
2017-09-18	Natalia	Olkuska	8
2017-09-18	Monika	Bialkowska	8
2017-09-18	Jan	Pistek	20
2017-09-18	Borys	Biedal	53
2017-09-18	Kamila	Kot	50
2017-09-18	Adrian	Wydrzynski	52
2017-09-18	Joanna	Traugut	12
2017-09-18	Karol	Walasz	14
2017-09-18	Ewa	Czerwinska	12
2017-09-18	Jerzy	Polanicki	27
2017-09-18	Magdalena	Bach	25
2017-09-19	Radoslaw	Sowinska	29
2017-09-19	Milena	Karolewska	54
2017-09-19	Mateusz	Kornatowski	10
2017-09-19	Maciej	Bugaj	28
2017-09-19	Olgierd	Baranek	7
2017-09-19	Jan	Adamowicz	18
2017-09-19	Joanna	Senger	10
2017-09-19	Jerzy	Czajkowski	24
2017-09-19	Filip	Stanulewicz	19
2017-09-19	Beata	Mirowska	28
2017-09-19	Krzysztof	Wilecki	5
2017-09-19	Lukasz	Kopecki	17
2017-09-20	Bartosz	Mazgaj	53
2017-09-20	Witold	Sempa	5
2017-09-20	Tytus	Sulejman	35
2017-09-20	Maja	Lipka	17
2017-09-20	Bartosz	Protasow	12
2017-09-20	Karol	Dziuk	28
2017-09-20	Anna	Dab	47
2017-09-20	Adam	Borkowski	5
2017-09-21	Jan	Pieterson	7
2017-09-21	Michal	Kieloch	52
2017-09-21	Maja	Leman	50
2017-09-21	Julia	Kielecka	10
2017-09-21	Albert	Pleszewski	5
2017-09-21	Karol	Wichrowski	17
2017-09-21	Maja	Kaminska	24
2017-09-21	Wiktor	Berezniewicz	50
2017-09-22	Maria	Kowalczyk	9
2017-09-22	Jan	Jarek	6
2017-09-22	Monika	Nowaczkiewicz	24
2017-09-22	Dominik	Szmitko	15
2017-09-22	Krzysztof	Figurski	16
2017-09-22	Anna	Wnuk	10
2017-09-22	Konrad	Jagielski	32
2017-09-22	Barbara	Karcz	24
2017-09-25	Malgorzata	Karlowski	34
2017-09-25	Marek	Leoniuk	28
2017-09-25	Anna	Trojanowska	18
2017-09-25	Izabela	Draszczyk	19
2017-09-25	Lukasz	Kot	7
2017-09-25	Beata	Mirowska	29
2017-09-25	Krzysztof	Kukulski	56
2017-09-25	Magdalena	Nowak	11
2017-09-26	Antoni	Sobieski	33
2017-09-26	Patrycja	Dzban	5
2017-09-26	Emilia	Mroczek	25
2017-09-26	Ilona	Lukaszewska	10
2017-09-26	Ewelina	Bialkowska	18
2017-09-26	Julia	Sadowska	26
2017-09-26	Janusz	Baka	12
2017-09-26	Teodor	Nowak	22
2017-09-27	Pawel	Bolkowski	19
2017-09-27	Maciej	Bugaj	5
2017-09-27	Krzysztof	Wloch	7
2017-09-27	Agnieszka	Matusik	28
2017-09-27	Wojciech	Kulakowski	53
2017-09-27	Mariusz	Mrowiec	28
2017-09-27	Radoslaw	Sowinska	17
2017-09-27	Joanna	Kopacki	20
2017-09-28	Patrycja	Rzeszowska	50
2017-09-28	Stanislaw	Derek	15
2017-09-28	Karol	Wojciechowski	27
2017-09-28	Mateusz	Kowalczyk	2
2017-09-28	Kamil	Naderka	17
2017-09-28	Angelika	Walaszek	53
2017-09-28	Jan	Adamowicz	30
2017-09-28	Karolina	Pawelska	7
2017-09-29	Jan	Zdunski	15
2017-09-29	Natalia	Knap	55
2017-09-29	Radoslaw	Sowinska	39
2017-09-29	Krzysztof	Czyz	18
2017-09-29	Alicja	Walentowicz	9
2017-09-29	Tomasz	Tytan	55
2017-09-29	Janusz	Baka	24
2017-09-29	Janusz	Wrobel	52
2017-10-02	Tomasz	Borkowski	42
2017-10-02	Lukasz	Niedziela	16
2017-10-02	Julia	Samulczyk	43
2017-10-02	Alicja	Chmiel	55
2017-10-02	Pawel	Macherzynski	45
2017-10-02	Konrad	Lipowski	25
2017-10-03	Dominika	Szwec	28
2017-10-03	Ryszarda	Januszek	14
2017-10-03	Irena	Piotrowska	26
2017-10-03	Marta	Robak	21
2017-10-03	Piotr	Polkowicki	14
2017-10-03	Laura	Chmielewska	36
2017-10-04	Andrzej	Tysz	3
2017-10-04	Angelika	Walaszek	11
2017-10-04	Mariusz	Brydzinski	49
2017-10-04	Nadia	Jurewicz	16
2017-10-04	Andrzej	Zbieg	26
2017-10-04	Piotr	Dzierzak	50
2017-10-05	Jacek	Chojnacki	19
2017-10-05	Anita	Woloszyn	27
2017-10-05	Krzysztof	Konieckiewicz	2
2017-10-05	Ignacy	Sarnowski	15
2017-10-05	Jan	Sznuk	3
2017-10-05	Anita	Tych	56
2017-10-06	Daria	Witkowska	36
2017-10-06	Lidia	Tarnowska	32
2017-10-06	Kamila	Kot	50
2017-10-06	Krystyna	Szybki	26
2017-10-06	Maciej	Wodecki	13
2017-10-06	Marta	Wiosna	2
2017-10-09	Lena	Mazurkiewicz	11
2017-10-09	Jan	Madawik	19
2017-10-09	Aleksandra	Donata	23
2017-10-09	Adam	Madejski	22
2017-10-09	Dominik	Szmitko	19
2017-10-09	Jan	Zajac	5
2017-10-10	Pawel	Furmaniak	10
2017-10-10	Krzysztof	Wilecki	13
2017-10-10	Nadia	Jurewicz	12
2017-10-10	Karol	Wichrowski	25
2017-10-10	Anna	Adamska	25
2017-10-10	Inka	Sochacka	9
2017-10-11	Karol	Dziuk	17
2017-10-11	Stefan	Bajer	26
2017-10-11	Mateusz	Kaczorowski	44
2017-10-11	Adam	Susel	31
2017-10-11	Marian	Bukalski	6
2017-10-11	Jerzy	Szklarski	14
2017-10-12	Protazy	Warszawski	5
2017-10-12	Lukasz	Kot	21
2017-10-12	Filip	Strupiechowski	4
2017-10-12	Barbara	Bury	51
2017-10-12	Henryk	Polarek	27
2017-10-12	Roksana	Frankowska	15
2017-10-13	Agnieszka	Bujak	15
2017-10-13	Jaroslaw	Kopiec	13
2017-10-13	Joanna	Wrobel	22
2017-10-13	Krzysztof	Konieckiewicz	16
2017-10-13	Anna	Tomaszewska	9
2017-10-13	Mariusz	Mrowiec	8
2017-10-16	Maria	Gatek	5
2017-10-16	Agnieszka	Mala	10
2017-10-16	Jerzy	Czajkowski	29
2017-10-16	Anna	Tycz	20
2017-10-16	Piotr	Flis	11
2017-10-16	Lukasz	Czarnecki	45
2017-10-16	Ryszarda	Januszek	9
2017-10-16	Aleks	Wojcicki	15
2017-10-16	Stanislaw	Dabrowski	6
2017-10-16	Joanna	Janas	13
2017-10-16	Monika	Lis	7
2017-10-16	Karol	Walasz	34
2017-10-16	Kinga	Trawinska	4
2017-10-16	Adam	Susel	17
2017-10-17	Bruno	Tomaszewski	5
2017-10-17	Maciej	Wodecki	9
2017-10-17	Alicja	Gadek	12
2017-10-17	Anna	Zender	22
2017-10-17	Kacper	Niec	4
2017-10-17	Ilona	Lukaszewska	12
2017-10-17	Anna	Wnuk	5
2017-10-17	Kornelia	Nowakowska	9
2017-10-17	Maciej	Machalski	8
2017-10-17	Leon	Szybki	25
2017-10-17	Adam	Zega	2
2017-10-17	Jan	Jarek	22
2017-10-17	Adam	Madejski	23
2017-10-17	Zofia	Barak	14
2017-10-17	Jakub	Radomski	7
2017-10-18	Joanna	Oleksiak	37
2017-10-18	Julia	Samulczyk	18
2017-10-18	Tomasz	Hajdi	7
2017-10-18	Ewaryst	Zdunek	24
2017-10-18	Andrzej	Augustowski	2
2017-10-18	Joanna	Kopacki	16
2017-10-18	Ryszarda	Januszek	11
2017-10-18	Wiera	Nowak	27
2017-10-18	Marta	Wiosna	27
2017-10-18	Krzysztof	Kukulski	42
2017-10-18	Bruno	Tomaszewski	10
2017-10-18	Monika	Trojan	28
2017-10-18	Antoni	Wierzbicki	13
2017-10-18	Edward	Snopek	29
2017-10-18	Grzegorz	Kaminski	46
2017-10-19	Borys	Winiarski	5
2017-10-19	Bruno	Tomczyk	35
2017-10-19	Anna	Trzebiatowska	5
2017-10-19	Kacper	Pioro	35
2017-10-19	Maria	Galas	8
2017-10-19	Izabela	Sobota	44
2017-10-19	Izabela	Sobota	34
2017-10-19	Antoni	Pawlus	6
2017-10-19	Mariusz	Kornik	16
2017-10-19	Michal	Lenski	32
2017-10-19	Julia	Wolska	35
2017-10-19	Bartosz	Tusinski	9
2017-10-19	Antoni	Wizniewski	29
2017-10-19	Dorota	Zdun	51
2017-10-20	Przemyslaw	Widawski	14
2017-10-20	Krzysztof	Madejski	6
2017-10-20	Nikodem	Jakubowski	7
2017-10-20	Krzysztof	Plecien	23
2017-10-20	Mateusz	Kowalczyk	19
2017-10-20	Borys	Winiarski	9
2017-10-20	Lucja	Zych	24
2017-10-20	Lidia	Goluchowska	22
2017-10-20	Maria	Kowalczyk	22
2017-10-20	Tomasz	Ogorek	31
2017-10-20	Wojciech	Maja	4
2017-10-20	Wieslawa	Nowak	2
2017-10-20	Karolina	Bok	25
2017-10-20	Tadeusz	Stoch	17
2017-10-20	Natalia	Boryczko	6
2017-10-20	Aleksander	Pasternak	21
2017-10-20	Krzysztof	Micun	26
2017-10-23	Julian	Snopek	41
2017-10-23	Julia	Zaremba	28
2017-10-23	Stanislaw	Cieslik	11
2017-10-23	Marta	Opolska	27
2017-10-23	Krzysztof	Madejski	14
2017-10-23	Ryszard	Matusik	37
2017-10-23	Marzena	Gajek	49
2017-10-23	Wieslaw	Kasza	12
2017-10-23	Helena	Stachurska	16
2017-10-23	Julia	Sadowska	20
2017-10-23	Maria	Orlicki	19
2017-10-23	Milena	Karolewska	17
2017-10-23	Julian	Snopek	24
2017-10-23	Bartosz	Protasow	28
2017-10-23	Adam	Zega	14
2017-10-23	Malgorzata	Winiarska	47
2017-10-23	Krzysztof	Las	6
2017-10-24	Morus	Jasiak	20
2017-10-24	Kamila	Janas	9
2017-10-24	Ewa	Nowicka	43
2017-10-24	Adrian	Wydrzynski	50
2017-10-24	Jan	Gumowski	13
2017-10-24	Jerzy	Szklarski	30
2017-10-24	Michalina	Klebba	7
2017-10-24	Krzysztof	Koncewicz	52
2017-10-24	Jan	Pistek	7
2017-10-24	Dorota	Gumowska	6
2017-10-24	Maciej	Wodecki	4
2017-10-24	Bartosz	Debicki	56
2017-10-24	Lena	Marzec	54
2017-10-24	Tomasz	Zbik	10
2017-10-24	Ewa	Stoch	4
2017-10-24	Edward	Snopek	27
2017-10-24	Krzysztof	Wilecki	10
2017-10-25	Jaroslaw	Kopytko	11
2017-10-25	Filip	Strehlke	46
2017-10-25	Filip	Strupiechowski	28
2017-10-25	Wieslawa	Biczysko	21
2017-10-25	Filip	Stanulewicz	2
2017-10-25	Bonifacy	Pleszewski	15
2017-10-25	Natalia	Belicka	34
2017-10-25	Anna	Zender	52
2017-10-25	Karolina	Karpacka	49
2017-10-25	Kacper	Nikolajew	4
2017-10-25	Ewelina	Bialkowska	17
2017-10-25	Urszula	Engel	8
2017-10-25	Agata	Zdrojewska	39
2017-10-25	Marcin	Gizinski	32
2017-10-25	Patrycja	Grzeszcz	12
2017-10-25	Marta	Kolodziejczyk	10
2017-10-26	Malgorzata	Wiecek	9
2017-10-26	Ewa	Milion	26
2017-10-26	Anna	Jopek	25
2017-10-26	Joanna	Baranska	2
2017-10-26	Maria	Kowalczuk	23
2017-10-26	Balbina	Madej	27
2017-10-27	Edgar	Wyszomirski	12
2017-10-27	Karol	Wojciechowski	22
2017-10-27	Wieslawa	Biczysko	22
2017-10-27	Maciej	Kopacz	13
2017-10-27	Kazimierz	Bartosik	8
2017-10-27	Ewa	Spoko	29
2017-10-30	Kacper	Kowalski	22
2017-10-30	Barbara	Kilarski	16
2017-10-30	Kamil	Pudelski	56
2017-10-30	Przemyslaw	Marek	3
2017-10-30	Kinga	Famura	46
2017-10-30	Ilona	Gorska	28
2017-10-31	Filip	Strupiechowski	42
2017-10-31	Ewa	Milion	7
2017-10-31	Dominika	Nowakowska	18
2017-10-31	Krzysztof	Dwa	16
2017-10-31	Marcin	Tabaka	12
2017-10-31	Mariusz	Kornik	4
2017-10-31	Stefan	Bajer	36
2017-10-31	Marcin	Gizinski	22
2017-10-31	Janusz	Baka	22
2017-10-31	Aleksander	Pasternak	10
2017-10-31	Leon	Szybki	3
2017-10-31	Piotr	Polkowicki	8
2017-10-31	Ignacy	Sarnowski	7
2017-10-31	Ewa	Stoch	29
2017-10-31	Marek	Janowski	7
2017-10-31	Alicja	Chmiel	20
2017-10-31	Karol	Wojciechowski	13
2017-11-01	Adam	Wata	12
2017-11-01	Karol	Walasz	16
2017-11-01	Hubert	Pieczatowski	11
2017-11-01	Barbara	Podobinska	40
2017-11-01	Jakub	Rembiewski	34
2017-11-01	Wieslawa	Nowak	36
2017-11-01	Zuzanna	Malicki	19
2017-11-01	Marta	Wiosna	22
2017-11-01	Wojciech	Wroblewski	12
2017-11-01	Anna	Jopek	28
2017-11-01	Jakub	Ropiak	48
2017-11-01	Malwina	Korzeniowska	25
2017-11-01	Gabriela	Malinowska	16
2017-11-01	Adelajda	Zylinska	12
2017-11-01	Wojciech	Katowicki	28
2017-11-01	Maciej	Siemiatkowski	12
2017-11-01	Zbigniew	Maciag	17
2017-11-02	Albert	Pleszewski	16
2017-11-02	Krzysztof	Sobieski	14
2017-11-02	Monika	Placzek	25
2017-11-02	Julia	Stuhr	15
2017-11-02	Jerzy	Polanicki	16
2017-11-02	Anastazja	Borowska	35
2017-11-03	Olgierd	Baranek	2
2017-11-03	Nikodem	Jama	5
2017-11-03	Julia	Riegel	14
2017-11-03	Kacper	Niec	29
2017-11-03	Dorota	Adamus	13
2017-11-03	Lidia	Tarnowska	24
2017-11-06	Malgorzata	Karlowski	2
2017-11-06	Filip	Sobol	31
2017-11-06	Kamila	Knapik	18
2017-11-06	Patryk	Gibas	3
2017-11-06	Barbara	Kilarski	30
2017-11-06	Amelia	Wilk	5
2017-11-07	Malwina	Korzeniowska	13
2017-11-07	Wiera	Nowak	16
2017-11-07	Maksymilian	Lupa	3
2017-11-07	Mateusz	Krawczyk	50
2017-11-07	Dominika	Mierny	25
2017-11-07	Protazy	Warszawski	16
2017-11-08	Michal	Polaczek	13
2017-11-08	Szymon	Mrozniak	13
2017-11-08	Lukasz	Pawlik	15
2017-11-08	Wieslawa	Nowak	41
2017-11-08	Nikodem	Jablonski	50
2017-11-08	Daria	Zagrobna	26
2017-11-09	Adrian	Zawisza	10
2017-11-09	Hubert	Smyk	10
2017-11-09	Adela	Waruszewska	20
2017-11-09	Tomasz	Tytan	26
2017-11-09	Maja	Kwidczynska	27
2017-11-09	Wojciech	Czyzewski	24
2017-11-10	Julia	Reclaw	41
2017-11-10	Bohdan	Gigant	8
2017-11-10	Adam	Czarnecki	30
2017-11-10	Wiera	Nowak	30
2017-11-10	Patryk	Glac	13
2017-11-10	Inez	Nahaj	27
2017-11-10	Emilia	Mroczek	41
2017-11-10	Szymon	Polak	21
2017-11-10	Janusz	Wrobel	52
2017-11-10	Urszula	Engel	23
2017-11-10	Jakub	Potocki	32
2017-11-10	Ilona	Lukaszewska	33
2017-11-10	Jacek	Bigaj	41
2017-11-10	Monika	Trojan	29
2017-11-10	Kamil	Waniek	25
2017-11-10	Anna	Kraska	3
2017-11-10	Jan	Marasek	23
2017-11-10	Mariola	Las	25
2017-11-10	Kamil	Szyszko	29
2017-11-13	Anna	Wilk	24
2017-11-13	Ryszard	Baranowski	19
2017-11-13	Olgierd	Hazubski	7
2017-11-13	Krzysztof	Micun	7
2017-11-13	Marian	Bukalski	28
2017-11-13	Dorian	Szczepkowski	50
2017-11-13	Alicja	Walentowicz	8
2017-11-13	Agnieszka	Matusik	3
2017-11-13	Maja	Kaminska	13
2017-11-13	Ewa	Wojna	17
2017-11-13	Marzena	Jagielska	55
2017-11-13	Krzysztof	Figurski	46
2017-11-13	Marek	Sulejski	48
2017-11-13	Tomasz	Ogorek	35
2017-11-13	Kazimierz	Biedka	54
2017-11-13	Wanda	Sadza	6
2017-11-13	Ewa	Aderek	53
2017-11-13	Julia	Zaremba	29
2017-11-14	Bernard	Madej	35
2017-11-14	Inez	Nahaj	24
2017-11-14	Stanislaw	Janiec	25
2017-11-14	Ewa	Wojna	10
2017-11-14	Mariola	Las	10
2017-11-14	Sebastian	Powoj	6
2017-11-14	Karol	Milek	20
2017-11-14	Emilia	Szczepanska	9
2017-11-15	Helena	Stachurska	5
2017-11-15	Joanna	Ottka	22
2017-11-15	Monika	Placzek	10
2017-11-15	Krzysztof	Plecien	13
2017-11-15	Diana	Michalska	18
2017-11-15	Justyna	Pozarzycka	5
2017-11-15	Henryk	Siminski	26
2017-11-15	Alicja	Wojciechowska	20
2017-11-16	Weronika	Zdroj	11
2017-11-16	Ewa	Zak	23
2017-11-16	Bartosz	Mazgaj	12
2017-11-16	Cyprian	Swierszcz	23
2017-11-16	Natalia	Mroz	9
2017-11-16	Karol	Hubicki	27
2017-11-16	Piotr	Kania	26
2017-11-16	Dawid	Szreder	11
2017-11-17	Marek	Janowski	14
2017-11-17	Agnieszka	Krawczynska	24
2017-11-17	Piotr	Felus	18
2017-11-17	Wojciech	Goc	13
2017-11-17	Zuzanna	Malicki	18
2017-11-17	Kacper	Nowak	36
2017-11-17	Waldemar	Koronski	23
2017-11-17	Angelika	Walaszek	7
2017-11-17	Krzysztof	Micun	54
2017-11-17	Olgierd	Baranek	48
2017-11-17	Borys	Biedal	5
2017-11-17	Olaf	Hrywniak	51
2017-11-17	Bartlomiej	Wojciechowski	10
2017-11-17	Mariusz	Brydzinski	24
2017-11-17	Karolina	Wrona	7
2017-11-17	Anna	Wnuk	11
2017-11-17	Katarzyna	Wip	4
2017-11-20	Maja	Lange	30
2017-11-20	Weronika	Zdroj	36
2017-11-20	Marek	Wolicki	22
2017-11-20	Grzegorz	Jackowski	21
2017-11-20	Jan	Zaczyk	16
2017-11-20	Albert	Pleszewski	52
2017-11-20	Monika	Lis	20
2017-11-20	Hubert	Pieczatowski	3
2017-11-20	Edward	Zdunek	23
2017-11-20	Konrad	Lipowski	4
2017-11-20	Dorota	Adamus	20
2017-11-20	Alicja	Wojciechowska	51
2017-11-20	Urszula	Pawlak	29
2017-11-20	Jakub	Rembisz	54
2017-11-20	Zofia	Broszkow	19
2017-11-20	Ilona	Nowak	25
2017-11-20	Wiktor	Lubelski	4
2017-11-20	Dominika	Madejska	10
2017-11-21	Lena	Mazurkiewicz	9
2017-11-21	Karol	Wichrowski	8
2017-11-21	Kamila	Knapik	50
2017-11-21	Joanna	Zygmunt	18
2017-11-21	Kinga	Trawinska	42
2017-11-21	Teodor	Fornal	24
2017-11-21	Zofia	Polak	31
2017-11-21	Zbigniew	Paderewski	46
2017-11-21	Pawel	Nowak	9
2017-11-21	Kazimierz	Biedka	9
2017-11-21	Andrzej	Moldawiec	53
2017-11-21	Ewelina	Bialkowska	5
2017-11-21	Stanislaw	Derek	39
2017-11-21	Ryszarda	Januszek	43
2017-11-21	Jan	Zdunski	14
2017-11-21	Krzysztof	Konieckiewicz	25
2017-11-21	Justyna	Pozarzycka	16
2017-11-21	Bruno	Tomczyk	23
2017-11-22	Agnieszka	Polak	12
2017-11-22	Bruno	Tomaszewski	10
2017-11-22	Balbina	Majewska	49
2017-11-22	Szymon	Polak	9
2017-11-22	Anna	Kosowicz	14
2017-11-22	Matylda	Kluziak	23
2017-11-22	Szymon	Mrozniak	12
2017-11-22	Lukasz	Kopecki	14
2017-11-22	Paulina	Szklarska	5
2017-11-22	Maciej	Wodecki	13
2017-11-22	Monika	Piterka	5
2017-11-22	Jakub	Holmes	29
2017-11-22	Julian	Snopek	24
2017-11-22	Radoslaw	Sowinska	2
2017-11-22	Anna	Jopek	41
2017-11-22	Filip	Strupiechowski	21
2017-11-22	Zofia	Adamiak	25
2017-11-22	Aleks	Wojcicki	26
2017-11-22	Ewa	Tarnowska	14
2017-11-23	Jan	Bikot	14
2017-11-23	Julian	Snopek	39
2017-11-23	Karol	Hubicki	25
2017-11-23	Tomasz	Tutaj	15
2017-11-23	Adam	Madejski	9
2017-11-23	Aleksandra	Kwas	10
2017-11-23	Adam	Madejski	12
2017-11-23	Adam	Borkowski	19
2017-11-23	Ewelina	Mirska	43
2017-11-24	Jan	Kwiatkowski	13
2017-11-24	Marcin	Wrobel	38
2017-11-24	Krzysztof	Plecien	9
2017-11-24	Adam	Madejski	10
2017-11-24	Szymon	Polak	13
2017-11-24	Mateusz	Kowalczyk	6
2017-11-24	Jakub	Przestrzelski	26
2017-11-24	Janina	Podlaska	24
2017-11-24	Hubert	Smyk	13
2017-11-24	Julia	Stuhr	19
2017-11-24	Krzysztof	Figurski	22
2017-11-24	Mateusz	Polak	2
2017-11-24	Alicja	Wymyslowska	2
2017-11-24	Maciej	Nowak	18
2017-11-24	Filip	Strack	24
2017-11-24	Daria	Mikos	24
2017-11-24	Karolina	Karpacka	17
2017-11-24	Dominik	Szmitko	18
2017-11-24	Jan	Marasek	26
2017-11-27	Anna	Kosowicz	2
2017-11-27	Lukasz	Pawlik	51
2017-11-27	Antoni	Pisowlodzki	20
2017-11-27	Karol	Hubicki	5
2017-11-27	Maksymilian	Piwko	43
2017-11-27	Jakub	Holmes	25
2017-11-27	Joanna	Baranska	26
2017-11-27	Zuzanna	Kalisz	25
2017-11-27	Dominika	Wierzbicka	40
2017-11-28	Julia	Rutkiewicz	26
2017-11-28	Aleksander	Koc	49
2017-11-28	Julian	Pawik	6
2017-11-28	Marek	Zybert	6
2017-11-28	Marek	Zybert	11
2017-11-28	Maciej	Wodecki	34
2017-11-28	Karol	Felisiak	8
2017-11-28	Natalia	Mroz	17
2017-11-28	Marta	Opolska	29
2017-11-29	Hubert	Nowaczynski	12
2017-11-29	Krzysztof	Czyz	19
2017-11-29	Krzysztof	Czyz	21
2017-11-29	Ewa	Milion	33
2017-11-29	Piotr	Bialaszewski	51
2017-11-29	Jan	Kildanowski	10
2017-11-29	Karolina	Welc	35
2017-11-29	Barbara	Bury	22
2017-11-29	Jacek	Szypulski	17
2017-11-30	Urszula	Pawlak	28
2017-11-30	Jaroslaw	Kopiec	33
2017-11-30	Jacek	Pieczatowski	45
2017-11-30	Dominik	Szmitko	20
2017-11-30	Mariusz	Brydzinski	39
2017-11-30	Jerzy	Polanicki	8
2017-11-30	Patrycja	Glowinska	10
2017-11-30	Adam	Zega	5
2017-11-30	Beata	Fles	32
2017-12-01	Monika	Piterka	23
2017-12-01	Karolina	Pawelska	11
2017-12-01	Laura	Chmielewska	17
2017-12-01	Sebastian	Powoj	22
2017-12-01	Sebastian	Powoj	26
2017-12-01	Anna	Janowska	48
2017-12-01	Maja	Kulkowska	5
2017-12-01	Sebastian	Powoj	31
2017-12-01	Joanna	Oleksiak	5
2017-12-04	Julia	Salanowska	18
2017-12-04	Piotr	Flis	13
